level,term_path,term_id,term_url,title,agrovoc
2,C1156>C28080,C28080,http://id.agrisemantics.org/gacs/C28080,- Bioprocessing,
2,C1156>C28966,C28966,http://id.agrisemantics.org/gacs/C28966,- Carbonation,http://aims.fao.org/aos/agrovoc/c_1307
2,C1156>C29119,C29119,http://id.agrisemantics.org/gacs/C29119,- Flavouring,http://aims.fao.org/aos/agrovoc/c_2967
2,C1156>C2933,C2933,http://id.agrisemantics.org/gacs/C2933,- Irradiation,http://aims.fao.org/aos/agrovoc/c_3951
3,C1156>C2933>C10207,C10207,http://id.agrisemantics.org/gacs/C10207,- - Gamma irradiation,http://aims.fao.org/aos/agrovoc/c_28432
3,C1156>C2933>C16638,C16638,http://id.agrisemantics.org/gacs/C16638,- - Ultrasonic treatment,http://aims.fao.org/aos/agrovoc/c_28598
3,C1156>C2933>C22270,C22270,http://id.agrisemantics.org/gacs/C22270,- - Ultraviolet irradiation,http://aims.fao.org/aos/agrovoc/c_28433
3,C1156>C2933>C6312,C6312,http://id.agrisemantics.org/gacs/C6312,- - Food irradiation,http://aims.fao.org/aos/agrovoc/c_49980
2,C1156>C29434,C29434,http://id.agrisemantics.org/gacs/C29434,- Retting,http://aims.fao.org/aos/agrovoc/c_6542
2,C1156>C29470,C29470,http://id.agrisemantics.org/gacs/C29470,- Evaporating,http://aims.fao.org/aos/agrovoc/c_2738
2,C1156>C29964,C29964,http://id.agrisemantics.org/gacs/C29964,- Vacuum processing,
3,C1156>C29964>C10266,C10266,http://id.agrisemantics.org/gacs/C10266,- - Vacuum packaging,http://aims.fao.org/aos/agrovoc/c_8141
3,C1156>C29964>C25945,C25945,http://id.agrisemantics.org/gacs/C25945,- - Vacuum drying,http://aims.fao.org/aos/agrovoc/c_25801
2,C1156>C30575,C30575,http://id.agrisemantics.org/gacs/C30575,- Chipping,
2,C1156>C3135,C3135,http://id.agrisemantics.org/gacs/C3135,- Freezing,http://aims.fao.org/aos/agrovoc/c_3091
2,C1156>C3274,C3274,http://id.agrisemantics.org/gacs/C3274,- Preservation,http://aims.fao.org/aos/agrovoc/c_6171
3,C1156>C3274>C12340,C12340,http://id.agrisemantics.org/gacs/C12340,- - Biological preservation,http://aims.fao.org/aos/agrovoc/c_27843
4,C1156>C3274>C12340>C23818,C23818,http://id.agrisemantics.org/gacs/C23818,- - - Embryo preservation,http://aims.fao.org/aos/agrovoc/c_27510
