File,level,term_path,term_id,term_url,title,agrovoc
GACS-Crops-C422.csv,3,C422>C36>C23691,C23691,http://id.agrisemantics.org/gacs/C23691,- - Floriculture crops,
GACS-Crops-C422.csv,3,C422>C36>C425,C425,http://id.agrisemantics.org/gacs/C425,- - Vegetable crops,http://aims.fao.org/aos/agrovoc/c_8165
GACS-Crops-C422.csv,4,C422>C36>C425>C14239,C14239,http://id.agrisemantics.org/gacs/C14239,- - - Root vegetables,http://aims.fao.org/aos/agrovoc/c_6647
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C12656,C12656,http://id.agrisemantics.org/gacs/C12656,- - - - Yams,http://aims.fao.org/aos/agrovoc/c_8478
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C14357,C14357,http://id.agrisemantics.org/gacs/C14357,- - - - Turnips,http://aims.fao.org/aos/agrovoc/c_8019
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C14906,C14906,http://id.agrisemantics.org/gacs/C14906,- - - - Beetroots,http://aims.fao.org/aos/agrovoc/c_867
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C17159,C17159,http://id.agrisemantics.org/gacs/C17159,- - - - Mangolds,http://aims.fao.org/aos/agrovoc/c_4576
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C20091,C20091,http://id.agrisemantics.org/gacs/C20091,- - - - Cyperus esculentus,http://aims.fao.org/aos/agrovoc/c_2074
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C23315,C23315,http://id.agrisemantics.org/gacs/C23315,- - - - Jerusalem artichokes,http://aims.fao.org/aos/agrovoc/c_11903
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C24416,C24416,http://id.agrisemantics.org/gacs/C24416,- - - - Rutabagas,http://aims.fao.org/aos/agrovoc/c_6713
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C27220,C27220,http://id.agrisemantics.org/gacs/C27220,- - - - Taro,http://aims.fao.org/aos/agrovoc/c_14791
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C29539,C29539,http://id.agrisemantics.org/gacs/C29539,- - - - Xanthosoma sagittifolium,http://aims.fao.org/aos/agrovoc/c_8460
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C30353,C30353,http://id.agrisemantics.org/gacs/C30353,- - - - Parsnips,http://aims.fao.org/aos/agrovoc/c_13122
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C4313,C4313,http://id.agrisemantics.org/gacs/C4313,- - - - Carrots,http://aims.fao.org/aos/agrovoc/c_9640
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C5690,C5690,http://id.agrisemantics.org/gacs/C5690,- - - - Sweet potatoes,http://aims.fao.org/aos/agrovoc/c_14729
GACS-Crops-C422.csv,5,C422>C36>C425>C14239>C6821,C6821,http://id.agrisemantics.org/gacs/C6821,- - - - Radishes,http://aims.fao.org/aos/agrovoc/c_13735
GACS-Crops-C422.csv,4,C422>C36>C425>C15476,C15476,http://id.agrisemantics.org/gacs/C15476,- - - Green leafy vegetables,http://aims.fao.org/aos/agrovoc/c_3376
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C10588,C10588,http://id.agrisemantics.org/gacs/C10588,- - - - Brassica chinensis,http://aims.fao.org/aos/agrovoc/c_1063
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C11838,C11838,http://id.agrisemantics.org/gacs/C11838,- - - - Broccoli,http://aims.fao.org/aos/agrovoc/c_7339
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C12005,C12005,http://id.agrisemantics.org/gacs/C12005,- - - - Celery,http://aims.fao.org/aos/agrovoc/c_1412
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C13529,C13529,http://id.agrisemantics.org/gacs/C13529,- - - - Chinese cabbages,http://aims.fao.org/aos/agrovoc/c_9804
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C14465,C14465,http://id.agrisemantics.org/gacs/C14465,- - - - Kale,http://aims.fao.org/aos/agrovoc/c_4070
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C15437,C15437,http://id.agrisemantics.org/gacs/C15437,- - - - Chicory,http://aims.fao.org/aos/agrovoc/c_9786
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C16319,C16319,http://id.agrisemantics.org/gacs/C16319,- - - - Amaranthus retroflexus,
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C17414,C17414,http://id.agrisemantics.org/gacs/C17414,- - - - Brussels sprouts,http://aims.fao.org/aos/agrovoc/c_1127
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C24896,C24896,http://id.agrisemantics.org/gacs/C24896,- - - - Globe artichokes,http://aims.fao.org/aos/agrovoc/c_11171
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C25084,C25084,http://id.agrisemantics.org/gacs/C25084,- - - - Corchorus capsularis,http://aims.fao.org/aos/agrovoc/c_1884
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C26756,C26756,http://id.agrisemantics.org/gacs/C26756,- - - - Kohlrabi,http://aims.fao.org/aos/agrovoc/c_4114
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C26896,C26896,http://id.agrisemantics.org/gacs/C26896,- - - - Corchorus olitorius,http://aims.fao.org/aos/agrovoc/c_1885
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C30365,C30365,http://id.agrisemantics.org/gacs/C30365,- - - - Cress,
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C31638,C31638,http://id.agrisemantics.org/gacs/C31638,- - - - Amaranthus hybridus,
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C3173,C3173,http://id.agrisemantics.org/gacs/C3173,- - - - Cabbages,http://aims.fao.org/aos/agrovoc/c_1173
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C3542,C3542,http://id.agrisemantics.org/gacs/C3542,- - - - Lettuces,http://aims.fao.org/aos/agrovoc/c_12151
GACS-Crops-C422.csv,5,C422>C36>C425>C15476>C5877,C5877,http://id.agrisemantics.org/gacs/C5877,- - - - Spinach,http://aims.fao.org/aos/agrovoc/c_14508
