level,term_path,term_id,term_url,title,agrovoc
7,c_6211>c_3032>c_896>c_248>c_7309>c_9394>c_22560,c_22560,http://aims.fao.org/aos/agrovoc/c_22560,- - - - - - Cognac,
5,c_6211>c_3032>c_896>c_248>c_8406,c_8406,http://aims.fao.org/aos/agrovoc/c_8406,- - - - Wines,
6,c_6211>c_3032>c_896>c_248>c_8406>c_28612,c_28612,http://aims.fao.org/aos/agrovoc/c_28612,- - - - - White wines,
6,c_6211>c_3032>c_896>c_248>c_8406>c_28613,c_28613,http://aims.fao.org/aos/agrovoc/c_28613,- - - - - Rose wines,
6,c_6211>c_3032>c_896>c_248>c_8406>c_28614,c_28614,http://aims.fao.org/aos/agrovoc/c_28614,- - - - - Red wines,
6,c_6211>c_3032>c_896>c_248>c_8406>c_29690,c_29690,http://aims.fao.org/aos/agrovoc/c_29690,- - - - - Aromatized wines,
7,c_6211>c_3032>c_896>c_248>c_8406>c_29690>c_15152,c_15152,http://aims.fao.org/aos/agrovoc/c_15152,- - - - - - Vermouth,
6,c_6211>c_3032>c_896>c_248>c_8406>c_29691,c_29691,http://aims.fao.org/aos/agrovoc/c_29691,- - - - - Fortified wines,
7,c_6211>c_3032>c_896>c_248>c_8406>c_29691>c_13522,c_13522,http://aims.fao.org/aos/agrovoc/c_13522,- - - - - - Port wine,
7,c_6211>c_3032>c_896>c_248>c_8406>c_29691>c_14254,c_14254,http://aims.fao.org/aos/agrovoc/c_14254,- - - - - - Sherry,
6,c_6211>c_3032>c_896>c_248>c_8406>c_9735,c_9735,http://aims.fao.org/aos/agrovoc/c_9735,- - - - - Champagne and sparkling wines,
5,c_6211>c_3032>c_896>c_248>c_864,c_864,http://aims.fao.org/aos/agrovoc/c_864,- - - - Beers,
6,c_6211>c_3032>c_896>c_248>c_864>c_12051,c_12051,http://aims.fao.org/aos/agrovoc/c_12051,- - - - - Lagers,
6,c_6211>c_3032>c_896>c_248>c_864>c_14625,c_14625,http://aims.fao.org/aos/agrovoc/c_14625,- - - - - Stouts,
6,c_6211>c_3032>c_896>c_248>c_864>c_8714,c_8714,http://aims.fao.org/aos/agrovoc/c_8714,- - - - - Ales,
4,c_6211>c_3032>c_896>c_3123,c_3123,http://aims.fao.org/aos/agrovoc/c_3123,- - - Fruit juices,
